category,job,summary,responsibilities,url
Real Estate & Building Maintenance,Maid,"Responsible for cleaning houses. Vacuums, washes dishes, sweeps floors, launders clothes, cleans and scrubs counters, and dusts surfaces.","<ul><li>Clean houses with a variety of chemicals, disinfectants, and machines.</li><li>Vacuum hardwood floors and carpet.</li><li>Sweep up debris.</li><li>Clean toilets with toilet brush and chemicals.</li><li>Wash soiled clothes and linens.</li><li>Place fresh linens on bed.</li><li>Wash, fold, and stock towels.</li><li>Scrub stains, mold, and mildew from surfaces.</li><li>Empty wastebaskets and take out trash.</li><li>Wash dishes and put dishes away in cupboards.</li><li>Throw out expired food in fridge.</li><li>Clean up after pets.</li><li>Clean upholstered furniture and drapes.</li><li>Dust tables, wood surfaces, and shelves.</li><li>Clean and dust window treatments.</li><li>Polish silver.</li><li>Wipe down appliances.</li><li>Stock kitchens with groceries and condiments.</li><li>Mop, polish, and wax floors.</li><li>Restock house with cleaning supplies. </li><li>Replace burned out light bulbs.</li><li>Wash baseboards, walls, and ceilings.</li><li>Sweep driveways and walkways.</li><li>Disinfect equipment and supplies.</li><li>Turn mattresses, plump pillows, and change cushions.</li><li>Refresh flower vases.</li></ul>",Maid-job-description
Real Estate & Building Maintenance,Pest Control Worker,"Responsible for identifying, selecting, mixing, and applying chemical or manual solutions to get rid of pests. Identifies pest problem and appropriate solution, applies chemical or trap, and removes dead rodents.","<ul><li>Spray chemical solutions, powders, and gases on or near surfaces of a building or house to eliminate pests.</li><li>Identify invading pests, including rats, termites, snakes, wasps, ants, spiders, mosquitos, or bed bugs.</li><li>Set mechanical traps and place bait.</li><li>Remove dead rodents after extermination.</li><li>Ensure house or building is empty when product is applied.</li><li>Air out residence after application.</li><li>Identify damage to property.</li><li>Inspect property to ascertain wall and roof porosity and possible sites of pest invasion.</li><li>Access infested locations.</li><li>Cut or bore into buildings to access infested areas.</li><li>Pore pesticides over location.</li><li>Clean and remove pesticides after application.</li><li>Study preliminary reports and diagrams of infested area and determine treatment type required to eliminate and prevent recurrence of infestation.</li><li>Measure area dimensions requiring treatment.</li><li>Clean and remove blockages to facilitate application.</li><li>Position and fasten edges of tarpaulins over building and tape vents to ensure air-tight environment and check for leaks.</li><li>Manage workers involved in application.</li><li>Check for possible leaks or exposure.</li><li>Utilize appropriate protective gear and equipment during application.</li><li>Power-spray chemicals onto surfaces.</li></ul>",Pest-Control-Worker-job-description
Real Estate & Building Maintenance,Pesticide Handler,"Responsible for mixing, handling, and applying chemical solutions, powder, or gases with the goal of eliminating rodents and pests.","<ul><li>Mix and apply chemical solutions to resolve pest problems.</li><li>Spray chemical solutions, powders, and gases on or near surfaces of a building or house to eliminate pests.</li><li>Identify invading pests, including rats, termites, snakes, wasps, ants, spiders, mosquitos, or bed bugs.</li><li>Set mechanical traps and place bait.</li><li>Remove dead rodents after extermination.</li><li>Ensure house or building is empty when product is applied.</li><li>Air out residence after application.</li><li>Identify damage to property.</li><li>Inspect property to ascertain wall and roof porosity and possible sites of pest invasion.</li><li>Access infested locations.</li><li>Cut or bore into buildings to access infested areas.</li><li>Pore pesticides over location.</li><li>Clean and remove pesticides after application.</li><li>Study preliminary reports and diagrams of infested area and determine treatment type required to eliminate and prevent recurrence of infestation.</li><li>Measure area dimensions requiring treatment.</li><li>Clean and remove blockages to facilitate application.</li><li>Position and fasten edges of tarpaulins over building and tape vents to ensure air-tight environment and check for leaks.</li><li>Manage workers involved in application.</li><li>Check for possible leaks or exposure.</li><li>Utilize appropriate protective gear and equipment during application.</li><li>Power-spray chemicals onto surfaces.</li><li>Properly dispose of contaminants and pests according to standards.</li></ul>",Pesticide-Handler-job-description
Real Estate & Building Maintenance,Residential Appraiser,"Determines the monetary value of merchandise, property, or business assets for a company, including real estate and other assets.","<ul><li>Perform detailed inspections on property to determine value, factoring in dates, quality, and age of property.</li><li>Inspect for faulty plumbing, windows, and cracked or sagging foundation.</li><li>Check roofs for leaks and sustainability.</li><li>Use data such as incorporating cost, market and income approaches to property valuation. </li><li>Produce written appraisals for clients, government agencies, or companies</li><li>Compile research in detailed reports</li><li>Correctly identify discrepancies between the property’s description and its actual state.</li><li>Demonstrate ability to analyze a problem coherently and provide precautionary advice before a purchase</li><li>Work on a client-to-client basis, making appraisals for a variety of reasons.</li><li>Examine additions to house or building to determine updated value.</li><li>Recommend repairs and estimate the cost of repairs.</li><li>Compare value of house to comparative homes to determine appraisal value.</li><li>Recommend if house is suitable for purchase or if demolition is an appropriate action.</li><li>Work with the city to determine property lines and whether existing structures can be expanded.</li></ul>",Residential-Appraiser-job-description
Real Estate & Building Maintenance,Residential Real Estate Sales Agent,"Responsible for helping clients sell and purchase residential properties, including homes, cottages, condos, and duplexes.","<ul><li>Appraise property or properties using local comparisons.</li><li>Provide financial information and analytical data to the potential buyer or seller.</li><li>Visit and show several sites and explain features of homes.</li><li>Discuss costs of maintaining residence and possible renovations with client.</li><li>Determine best method of purchase and review financials.</li><li>Show property that will be utilized for residential purposes only.</li><li>Seek out acquisition targets and grow book of leads.</li><li>Facilitate acquisition transactions.</li><li>Handle transactions.</li><li>Ensure all paperwork is properly filled out.</li><li>Follow up with legal department to ensure purchase is legal and binding.</li><li>Create and cultivate relationships with buyers and sellers for future purchases and transactions.</li><li>Ensure a property is updated and ready for sale.</li><li>Place properties for sale.</li><li>Have all properties inspected thoroughly and identify possible repairs.</li><li>Act as an intermediary in negotiations between buyers and sellers over property prices and settlement details, and during the closing of sales.</li><li>Compare properties with similar properties to determine fair market price.</li><li>Adjust price if necessary.</li><li>Work with loan officers, attorneys, and agencies to complete purchase.</li><li>Arrange for financing.</li></ul>",Residential-Real-Estate-Sales-Agent-job-description
Real Estate & Building Maintenance,Security Guard,"Responsible for patrolling the premises of residences or buildings to detect suspicious activity, assist tenants, and ensure the safety of occupants.","<ul><li>Protect property and lives by patrolling the area.</li><li>Monitor entrance of property through surveillance.</li><li>Identify visitors and ask for appropriate documents.</li><li>Guard against theft and maintain security.</li><li>Respond to alarms and calls of distress.</li><li>Stop suspicious people and ask for identification.</li><li>Investigate thefts and file police reports.</li><li>Call for aid if necessary.</li><li>Use walkie-talkies, pagers, and cell phones to stay in contact with security personnel.</li><li>Answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.</li><li>Report rule infractions and violations.</li><li>Issue tickets and citations.</li><li>Apprehend criminals and evict violators.</li><li>Prevent passage of prohibited articles into restricted areas.</li><li>Check purses, pockets, and bags for suspicious items.</li><li>Remove weapons and stow away for later retrieval.</li><li>Inspect and adjust security systems, equipment, and machinery to ensure operational use and to detect evidence of tampering.</li><li>Regulate and monitor building systems.</li><li>Inspect windows and doors to ensure locks are in place and working.</li></ul>",Security-Guard-job-description
Real Estate & Building Maintenance,Tree Trimmer & Pruner,"Responsible for cutting down, pruning, or trimming branches, leaves, and roots from trees to prevent damage and destruction or for aesthetic purposes.","<ul><li>Cut away dead, obstructive, or excess branches from trees and shrubbery.</li><li>Utilize chain saws and work crews to safely cut down limbs.</li><li>Climb trees with safety devices to properly cut down limbs.</li><li>Prune or treat trees or shrubs using handsaws, pruning hooks, sheers, and clippers.</li><li>Use lifts and power tools to gain access to high areas.</li><li>Fill in cavities of trees with chemicals to promote healing.</li><li>Remove debris and cart away large limbs for disposal.</li><li>Cut branches away from power lines.</li><li>Cable, brace, tie, bolt, stake, and guy trees and branches to provide support.</li><li>Utilize climbing equipment or buckets of extended truck booms, and/or chainsaws, hooks, handsaws, shears, and clippers.</li><li>Use shovels and rakes to clear debris.</li><li>Submit job estimates.</li><li>Manage work crews.</li><li>Clear sites, streets, and grounds of woody and herbaceous materials, such as tree stumps and fallen trees and limbs.</li><li>Spray and treat diseased trees.</li><li>Reshape trees to create aesthetically pleasing shapes.</li><li>Water and fertilize trees.</li><li>Apply tar to cut surfaces to seal in moisture.</li><li>Strip bark from trees.</li></ul>",Tree-Trimmer-Pruner-job-description
Sales & Sales Management,Advertising Sales Agent,"Responsible for prospecting for and securing ad sales for publications, including magazines, trade journals, and newspapers. Pitches benefits of advertising to client, negotiates prices, and explains client needs to copywriter.","<ul><li>Sell ads for publications.</li><li>Perform cold calling to get the attention of possible clients.</li><li>Read scripts.</li><li>Visit businesses to inquire about advertising sales.</li><li>Sell ad space or time.</li><li>Present different options to client, including images, designs, and font sizes.</li><li>Build relationships with clients.</li><li>Understand the needs of each client.</li><li>Know all advertising options.</li><li>Keep abreast of changes within the publication's demographics.</li><li>Use statistics in sales pitch.</li><li>Perform extensive research on clients and competitors.</li><li>Convey ad changes and discrepancies to copywriter.</li><li>Perform research on trend analysis.</li><li>Generate revenue for print products to include run-of-book print ads and print advertising inserts.</li><li>Focus on growing existing accounts and acquiring new clients.</li><li>Conduct meetings.</li><li>Make sales presentations.</li><li>Sell general or direct response print ads to a weekly or monthly publication.</li><li>Generate and describe creative, results-focused marketing concepts to a diverse client base.</li><li>Sell air time on television and radio programs.</li><li>Handle incoming inquiries to buy ad space.</li><li>Book sales appointments.</li><li>Walk door-to-door and solicit business.</li><li>Present sample ads to the client.</li></ul>",Advertising-Sales-Agent-job-description
Sales & Sales Management,Agricultural Sales Representative,Responsible for building a book of business and finding companies or agents to purchase construction or agricultural equipment or services.,"<ul><li>Sell a variety of commercial and agricultural equipment.</li><li>Sell a service or goods such as animal feed, garden equipment, poultry, chickens, cows, seeds, pesticides, herbicides, fungicides, and cattle.</li><li>Work on building a book of business by calling potential customers or going to their business.</li><li>Sell orders over the phone.</li><li>Check to see if orders are in stock.</li><li>Confer with customer regarding installation, set-up, or layout of agricultural equipment and machines.</li><li>Be familiar with a type of equipment and how it operates or have knowledge in such areas as fertilizers and how they affect crops.</li><li>Negotiate prices.</li><li>Demonstrate how to use equipment and why the company needs the equipment or service.</li><li>Recommend a different and more efficient product, machine, or service.</li><li>Prepare reports.</li><li>Conduct business transactions.</li><li>Work different territories.</li><li>Tell customer of estimated delivery schedule, service contracts, warranty, or other information pertaining to purchased products.</li><li>Attend conferences to discover new products or machines.</li><li>Perform extensive research.</li><li>Test machines to ensure they are functioning properly.</li><li>Create a list of sales leads.</li><li>Keep abreast of market trends, needs, and new companies cropping up.</li><li>Prepare contracts and ensure they are legally binding.</li></ul>",Agricultural-Sales-Representative-job-description
Sales & Sales Management,Biotechnical Equipment Sales Representative,"Responsible for selling biotechnical equipment to be used in the creation of living organisms or derivatives of organisms to develop products and processes. May sell equipment or services for areas such as food production, waste disposal, mining, and medicine.","<ul><li>Find companies and customers who are looking to purchase biotechnical equipment used in the creation of living organisms or derivatives of organisms to develop products and processes.</li><li>Sell devices or products that can be used in research and development, clinical research, quality control, business development.</li><li>Promote automated biotech instrumentation and capital equipment into the biotech industry. </li><li>Sell chemistry analyzers, blood analyzers or cell analyzers.</li><li>Prepare reports.</li><li>Conduct business transactions.</li><li>Work different territories.</li><li>Tell customer of estimated delivery schedule, service contracts, warranty, or other information pertaining to purchased products.</li><li>Attend conferences to discover new products or machines.</li><li>Perform extensive research.</li><li>Test machines to ensure they are functioning properly.</li><li>Create a list of sales leads.</li><li>Keep abreast of market trends, needs, and new companies cropping up.</li><li>Prepare contracts and ensure they are legally binding.</li><li>Negotiate prices.</li><li>Work on building a book of business by calling potential customers or going to their business.</li><li>Sell orders over the phone.</li><li>Check to see if orders are in stock.</li></ul>",Biotechnical-Equipment-Sales-Representative-job-description
Sales & Sales Management,Cashier,"Responsible for taking money in the form of cash, check, or credit card from patrons in exchange for food or services. Scans items, provides change, balances drawer, and processes card transactions.","<ul><li>Scan items and ensure pricing is correct.</li><li>Greet customers and ask if they want paper or plastic.</li><li>Take customers' orders.</li><li>Deliver hot or cold food to customers.</li><li>Take coupons and scan correctly.</li><li>Dispense correct change.</li><li>Take money in the form of cash, credit card, or check.</li><li>Ask for one or two forms of ID to confirm identity.</li><li>Validate checks.</li><li>Issue receipts, refunds, and credits.</li><li>Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.</li><li>Change receipt paper as needed.</li><li>Resolve amount discrepancies. </li><li>Bag items carefully. </li><li>Weigh items.</li><li>Clean up checkout area with damp cloth and disinfectant. </li><li>Establish or identify prices of goods, services or admission, and tabulate bills using calculators, cash registers, or optical price scanners.</li><li>Take food stamps or WIC coupons.</li><li>Sell tickets, liquor, lottery tickets, and cigarettes.</li><li>Bag, box, or gift-wrap merchandise.</li><li>Process returns and check to see if items are damaged.</li><li>Answer customers' questions and get a manager if answer doesn't solve the issue.</li><li>Cash checks and provide change.</li><li>Return unwanted items to shelves.</li></ul>",Cashier-job-description
Sales & Sales Management,Chemical Sales Representative,"Responsible for selling a variety of chemicals such as coatings, adhesives, sealants, and elastomers.","<ul><li>Sell a variety of chemicals to be used in different industries and in applied analytical, pharmaceutical, life science and bioanalytical research.</li><li>Keep management informed by submitting activity and results reports, such as daily call reports, weekly work plans, and monthly and annual territory analysis.</li><li>Monitor competition by gathering current marketplace information on pricing, products, new products, delivery schedules, merchandizing techniques.</li><li>Service existing accounts, obtains orders, and establishes new accounts by planning and organizing daily work schedule to call on existing or potential sales outlets and other trade factors.</li><li>Maintain professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.</li><li>Resolve customer complaints by investigating problems; developing solutions; preparing reports, and making recommendations to management.</li><li>Develop and grow the commercial relationships of assigned leading industrial customers while prospecting for new accounts to increase market penetration.</li><li>Manage sales pipeline to drive new business opportunities to commercial success.</li><li>Forecast sales to enable operations planning, introduce product innovations and maintain active memberships.</li></ul>",Chemical-Sales-Representative-job-description
Sales & Sales Management,Computer Hardware Sales Representative,"Responsible for the merchandising, distribution and selling of computers, software and peripherals.","<ul><li>Recognize the needs of the consumer and provide detailed information to the consumer about the technical specifications of the computer hardware/software offered by the company.</li><li>Investigates new items and makes recommendations for purchasing products.</li><li>Checks inventory to ensure orders are in stock.</li><li>Takes orders over the phone and in person.</li><li>Advises customers on technical matters and recommends appropriate computer configurations.</li><li>Solicits information about computer needs from customers.</li><li>Negotiate price for the sale.</li><li>Provide technical support after merchandise is purchased.</li><li>Construct sales pitches and presentations.</li><li>Travel to areas where needs are projected. </li><li>Stay abreast of market trends.</li><li>Assist with the company helpline.</li><li>Serve as a customer service rep for customers who have questions or difficulties.</li><li>Demonstrate product features before a sale.</li><li>Respond to pre-qualification questionnaire or information to tender document.</li><li>Negotiate a commercial agreement.</li><li>Help customers maximize the use of software features.</li><li>Advise on appropriate user training.</li><li>Ensure quality of service by developing a thorough and detailed knowledge of technical specifications and other features of employers' systems and processes.</li><li>Maintain awareness and keep abreast of constantly changing software, hardware systems and peripherals.</li></ul>",Computer-Hardware-Sales-Representative-job-description
Sales & Sales Management,Counter Clerk,"Responsible for selling goods or services at a business. Checks out customers, scans items, answers questions, handles warranty information, and provides a receipt.","<ul><li>Check out items for customers. </li><li>Greet patrons.</li><li>Sell goods and services.</li><li>Provide information for customers who have problems or questions.</li><li>Demonstrate how to use a product and maximize the use of its features.</li><li>Take money in the form of cash, credit card, or check.</li><li>Ask for one or two forms of ID to confirm identity.</li><li>Validate checks.</li><li>Issue receipts, refunds, and credits.</li><li>Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.</li><li>Change receipt paper as needed.</li><li>Resolve amount discrepancies. </li><li>Bag items carefully. </li><li>Weigh items.</li><li>Clean up checkout area with damp cloth and disinfectant. </li><li>Establish or identify prices of goods, services or admission, and tabulate bills using calculators, cash registers, or optical price scanners.</li><li>Direct patrons to aisles where they can find certain merchandise.</li><li>Prepare merchandise for display.</li><li>Keep records of transactions.</li><li>Answer telephones and queries over the phone.</li><li>Receive, examine, and tag articles to be altered, cleaned, stored, or repaired.</li><li>Explain rental fees and policies.</li><li>Discuss how to care for items.</li><li>Set up cash drawers.</li><li>Keep safe locked.</li><li>Call for emergency services if need arises.</li><li>Know products and weekly ad items.</li></ul>",Counter-Clerk-job-description
Sales & Sales Management,Demonstrator,"Responsible for demonstrating the features of a product to an audience. Shows how product works, takes questions, and attempts to persuade consumers to buy product.","<ul><li>Demonstrate product to customers on a TV show, at a store, during a festival, or another venue.</li><li>Show how product is used.</li><li>Demonstrate recipes if necessary.</li><li>Show how product should be cleaned and properly stored.</li><li>Use graphics and slideshows during presentation.</li><li>Answer questions about product.</li><li>Discuss pricing tiers with customers.</li><li>Give product samples.</li><li>Cook, slice, and serve product.</li><li>Visit customer's home to demonstrate product.</li><li>Set up booths, including pictures and samples.</li><li>Conduct guided tours.</li><li>Train other demonstrators.</li><li>Tell customers why product is better than competitors. </li><li>Suggest specific product purchases.</li><li>Visit trade shows to demonstrate product.</li><li>Collect fees or donations.</li><li>Contact businesses and arrange for demonstrations or exhibitions.</li><li>Transport and assemble materials.</li><li>Recommend product improvements to maker.</li><li>Improvise product demonstrations depending on audience size and attention span.</li><li>Produce coupons and informational brochures.</li><li>Wear proper customers or sign boards.</li><li>Walk around store offering samples to customers.</li><li>Clean up area after demonstration.</li></ul>",Demonstrator-job-description
Sales & Sales Management,Door-to-door Sales Worker,"Responsible for going door-to-door and selling merchandise or services. Sets up and demonstrates product, negotiates sale, and completes paperwork. May check up on clients repeatedly.","<ul><li>Travel to different neighborhoods and suburbs going door-to-door with the goal of selling merchandise or services such as life insurance, vacuum cleaners, knives, or magazine subscriptions.</li><li>Sets up and demonstrates product and shows how customer can maximize product features.</li><li>Show a presentation on product features.</li><li>Convince client to purchase product using a script or persuasive technique.</li><li>Distribute product samples.</li><li>Hand out pamphlets.</li><li>Write up orders for merchandise.</li><li>Negotiate prices and create tickets.</li><li>Take payments such as cash, credit, or check.</li><li>Travel by foot, truck, automobile, or bicycle to deliver or sell merchandise or services.</li><li>Make change.</li><li>Develop prospect list or lead list.</li><li>Circle back and check on customers who are in the position to buy the product.</li><li>Develop constructive and cooperative working relationships with others.</li><li>Work an assigned territory, often up to 30-50 houses or locations per day.</li><li>Win back or upgrade current or former customers.</li><li>Assist with installation of product.</li><li>Tell customers why product is better than competitors. </li><li>Suggest specific product purchases.</li><li>Clean up demonstration area before leaving.</li></ul>",Door-to-door-Sales-Worker-job-description
Sales & Sales Management,Financial Services Sales Agent,"Responsible for selling a variety of financial services, including banking services, life insurance, retirement income, investments, and long-term care insurance. May sell retail and institutional mutual funds.","<ul><li>Sell financial services to businesses and individuals.</li><li>Recommend certain services such as life insurance, retirement income, investments, and long-term care insurance.</li><li>Build relationships with clients and communities.</li><li>Provide solutions for short and long-term financial goals.</li><li>Help clients achieve financial security.</li><li>Present products and services via a presentation or slideshow.</li><li>Determine clients' financial needs and areas of improvement.</li><li>Determine security risks.</li><li>Develop prospects from current commercial customers, referral leads, and sales and trade meetings.</li><li>Negotiate sales agreements and contracts.</li><li>Take payments.</li><li>Prepare forms or agreements.</li><li>Sell trusts, investments, and check processing services.</li><li>Determine future growth.</li><li>Advise customers regarding expected fluctuations.</li><li>Make presentations on financial services to groups in order to attract new clients.</li><li>Use financial, tax, economics and accounting skills to review a client's personal data and recommend investment strategies that are appropriate to the client's goals.</li><li>Advise a client on whether to buy certain types of stocks, bonds and mutual funds.</li><li>Evaluate financial reporting systems, accounting and collection procedures, and investment activities, and make recommendations for changes to procedures, operating systems, budgets, and other financial control functions.</li><li>Determine whether loans must be obtained to meet cash requirements or whether surplus cash can be invested.</li><li>Solicit business, authorize loans, and direct the investment of funds, always adhering to Federal and State laws and regulations.</li></ul>",Financial-Services-Sales-Agent-job-description
Sales & Sales Management,Food Service Sales Agent,"Responsible for selling food products and services to companies for distribution purposes. Visits companies, delivers presentations, and takes orders.","<ul><li>Sell food, food ingredients, and food services to businesses and individuals.</li><li>Sell food for the purpose of re-distribution and to get the food into the market.</li><li>Sell food to restaurants, caterers, event planners, etc.</li><li>Manage and develop new customers, while maintaining existing sales within assigned customers and a given sales territory. </li><li>Develop a daily/weekly call list and maintain information accuracy monthly.</li><li>Review daily sales reports.</li><li>Review monthly the best monitoring sales report with management to determine if goals and objectives are being met.</li><li>Coordinate sales with food service producer to ensure demand is met.</li><li>Communicate trends/pricing issues and other unique issues as it relates to sales.</li><li>Work closely with local brokers/manufacturers on developing new business and promoting manufacturers’ product lines.</li><li>Develop new markets and accounts by utilizing the current relationships and building new relationships in the food service channel.</li><li>Participate in marketing events such as seminars, trade shows, and telemarketing events.  </li><li>Coordinate shipping schedules and delivery of merchandise and services.  </li><li>Analyze territory and monitoring performance results, daily call reports and weekly work plans.</li></ul>",Food-Service-Sales-Agent-job-description
Sales & Sales Management,Instrument Sales Representative,"Responsible for selling instruments such as microplate readers, microplate washers, automated purification machines and consumables, different machine product lines, dispensers, stackers and proprietary automation consumables.","<ul><li>Sell a variety of instruments to different businesses.</li><li>Work within a defined geographic territory.</li><li>Design, implement, and execute short and long-term sales strategies that will result in territory growth. </li><li>Implement knowledge of equipment sales cycle.</li><li>Sell balanced portfolio of instruments and consumables.</li><li>Support distribution channels.</li><li>Provide competitive information such as bid situations, pricing data, or bundling arrangements in order to establish negotiated pricing contracts for assigned products. </li><li>Perform product demonstrations, installations, and application support.</li><li>Improve product knowledge and sales techniques.</li><li>Travel throughout assigned territory to call on regular and prospective customers to solicit orders or talks with customers on sales floor or by phone.  </li><li>Take orders and deliver products.</li><li>Estimate date of delivery to customer, based on knowledge of manufacturing department’s production and delivery schedules.</li><li>Research competitors.</li><li>Gathers, analyzes and delivers information from the field to allow the company to develop strategies and products appropriated to the Quality and Safety Testing market.</li><li>Coordinate all issues with key clients between sales, service, support, customer services, marketing and finance.</li></ul>",Instrument-Sales-Representative-job-description
Sales & Sales Management,Insurance Sales Agent,"Responsible for selling insurance policies and other services, including mutual funds, annuities, and securities, and financial planning services.","<ul><li>Sell insurance policies to potential clients.</li><li>Help individuals, businesses, and families select the most appropriate policies for health, life, and properties.</li><li>Offer property and casualty, life, health, disability, and long-term care insurance.</li><li>Sell policies that protect individuals and businesses from financial loss resulting from automobile accidents, fire, theft, storms, and other events that can damage property.</li><li>Pay beneficiaries when policyholders die.</li><li>Sell annuities for retirement incomes.</li><li>Offer health insurance policies that cover the costs of medical care and loss of income due to illness or injury.</li><li>Advise clients on how to minimize risk.</li><li>Advise clients on retirement planning, estate planning, and also provide assistance in setting up pension plans for businesses.</li><li>Sell mutual funds and variable annuities.</li><li>Seek out leads and new clients.</li><li>Maintain reports and records of insurance policies.</li><li>Match insurance policies for clients with the companies that offer the best rates and coverage.</li><li>Obtain price quotes.</li><li>Process applications.</li><li>Utilize the Web to respond to quotes for insurance policies.</li><li>Maintain regular contact with clients.</li><li>Answer questions and make changes to existing policies.</li></ul>",Insurance-Sales-Agent-job-description
Sales & Sales Management,Mechanical Equipment Sales Representative,"Responsible for selling industrial parts, materials, machinery, aircraft equipment, materials, construction machinery, material handling equipment, and welding equipment.","<ul><li>Travel to companies and businesses to sell industrial equipment for mechanical uses.</li><li>Check out existing equipment and recommend upgrades or replacements.</li><li>Show exactly where to place the equipment and demonstrate its uses.</li><li>Provide competitive information such as bid situations, pricing data, or bundling arrangements in order to establish negotiated pricing contracts for assigned products. </li><li>Perform product demonstrations, installations, and application support.</li><li>Improve product knowledge and sales techniques.</li><li>Travel throughout assigned territory to call on regular and prospective customers to solicit orders or talks with customers on sales floor or by phone.  </li><li>Take orders and deliver products.</li><li>Estimate date of delivery to customer, based on knowledge of manufacturing department’s production and delivery schedules.</li><li>Arrange for installation and test-operation of machinery and recommends solutions to product-related problems.</li><li>Arrange for repairs as needed.</li><li>Manage and develop new customers, while maintaining existing sales within assigned customers and a given sales territory. </li><li>Develop a daily/weekly call list and maintain information accuracy monthly.</li><li>Review daily sales reports.</li><li>Review monthly the best monitoring sales report with management to determine if goals and objectives are being met.</li></ul>",Mechanical-Equipment-Sales-Representative-job-description
Sales & Sales Management,Medical Sales Representative,"Responsible for selling medical products and services to hospitals, clinics, doctors' offices, and healthcare professionals. Sells products such as medicines, drugs, and medical equipment to be used in general practices, primary care trusts, hospitals and pharmacies.","<ul><li>Travel to defined geographies to sell medical equipment. </li><li>Contact potential customers at hospitals, clinics, doctors' offices, rehab facilities, and nursing homes to sell medical products and equipment.</li><li>Arrange appointments with doctors, pharmacists and hospital medical teams.</li><li>Cold-call or go door-to-door.</li><li>Deliver presentations to doctors, practice staff and nurses in GP surgeries, hospital doctors and pharmacists in the retail sector.</li><li>Build relationships with medical staff.</li><li>Provide competitive information such as bid situations, pricing data, or bundling arrangements in order to establish negotiated pricing contracts for assigned products. </li><li>Perform product demonstrations, installations, and application support.</li><li>Improve product knowledge and sales techniques.</li><li>Travel throughout assigned territory to call on regular and prospective customers to solicit orders or talks with customers on sales floor or by phone. </li><li>Research competitors.</li><li>Gathers, analyzes and delivers information from the field to allow the company to develop strategies and products appropriated to the Quality and Safety Testing market.</li><li>Coordinate all issues with key clients between sales, service, support, customer services, marketing and finance.</li><li>Take orders and disburse receipts.</li><li>Estimate time and date of delivery.</li><li>Help in the installation and set-up of equipment.</li><li>Stay informed about the activities of health services in a particular area.</li></ul>",Medical-Sales-Representative-job-description
Sales & Sales Management,Non-retail Sales Supervisor,"Responsible for overseeing the sales department within a company or organization. Sets local and regional sales quotas, manages sales support staff and representatives, and advises company about sales performance.","<ul><li>Direct distribution of product or service.</li><li>Develop and follow up on business leads.</li><li>Cold call, direct email, and perform other lead generation activities.</li><li>Manage team of sales staff.</li><li>Assign sales territories, set sales goals, and establish training programs for the organization’s sales representatives.</li><li>Set sales quotas.</li><li>Advise the sales representatives on ways to improve their sales performance.</li><li>Develop scripts.</li><li>Oversee regional and local sales managers and their staffs.</li><li>Maintain contact with dealers and distributors.</li><li>Analyze sales statistics gathered by their staffs to determine sales potential and inventory requirements and to monitor customers' preferences.</li><li>Ensure customer satisfaction.</li><li>Travel to different locations to make sales calls.</li><li>Arrange for travel.</li><li>Attend and preside over sales meetings.</li><li>Maintain reports.</li><li>Generate numbers for company to determine if sales goals have been met.</li><li>Hire, train, and lead sales representatives.</li><li>Develop motivational material.</li><li>Create prizes and other incentives for sales reps to meet their goal.</li></ul>",Non-retail-Sales-Supervisor-job-description
Sales & Sales Management,Parts Salesperson,"Responsible for selling different parts in mechanical, hardware, repair, or parts stores. Assesses needs, takes orders, finds products, and checks out customers.","<ul><li>Help customers find the spare parts they are looking for.</li><li>Read catalogs to determine new parts on market.</li><li>Ensure all necessary parts are stocked and ready for purchase.</li><li>Order new parts from catalog as needed.</li><li>Determine replacement parts required, according to inspections of old parts, customer requests, or customers' descriptions of malfunctions.</li><li>Look over machine, product, or car to determine what part is needed.</li><li>Locate other vendors who have the part if it isn't carried in store.</li><li>Recommend substitute parts or show customers how to modify parts.</li><li>Examine parts for defects.</li><li>Exchange defective parts.</li><li>Check out customers.</li><li>Take cash, check, or credit card for purchase and dispense change.</li><li>Take inventory of stock and replenish when needed.</li><li>Take orders over the phone.</li><li>Sell parts to repair garages, retail shops, truck and bus companies, dealers, and the public.</li><li>Measure parts, using precision measuring instruments to determine whether similar parts may be machined to required size.</li><li>Mark and store parts in stockroom according to prearranged system.</li><li>Set up merchandise for display.</li><li>Answer the customers' questions or problems.</li><li>Use knowledge of machines and equipment to discuss the use and features of parts.</li><li>Look up stock numbers and prices for parts in catalogs or on computers.</li><li>Receive and deliver parts to customers.</li></ul>",Parts-Salesperson-job-description
